escola,municipio,estado,ano,arquivo,disciplina,percentual_acertos,codigo,habilidade
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,7º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 7º ANO.pdf,Matemática,23,D069_M,"Utilizar números racionais, envolvendo diferentes significados das operações, na resolução de problemas."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,7º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 7º ANO.pdf,Matemática,22,D053_M,Utilizar a soma das medidas dos ângulos internos de um triângulo na resolução de problemas.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,7º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 7º ANO.pdf,Matemática,21,D009_M,Corresponder números racionais a pontos da reta numérica.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,7º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 7º ANO.pdf,Matemática,20,D049_M,Utilizar a área de uma figura bidimensional na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,7º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 7º ANO.pdf,Matemática,19,D047_M,"Reconhecer, no plano cartesiano, o simétrico de figuras em relação a um dos eixos ou à origem."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,22,D073_M,Utilizar o cálculo de volumes/capacidade de blocos retangulares na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,22,D049_M,Utilizar a área de uma figura bidimensional na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,22,D052_M,"Utilizar a relação entre um litro e um decímetro cúbico e a relação entre litro e metro cúbico, na resolução de problema."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,72,D042_M,Reconhecer características do sistema de numeração decimal.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,69,D006_M,Corresponder figuras tridimensionais às suas planificações.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,68,D082_M,Utilizar proporcionalidade entre duas grandezas na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,64,D059_M,Utilizar informações apresentadas em gráficos ou tabelas na resolução de problemas.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,60,D001_M,"Associar a representação algébrica de uma equação linear de 1º grau, com duas incógnitas, à sua representação gráfica."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,46,D084_M,Utilizar sistema de equações polinomiais de 1º grau na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,46,D102_M,"Resolver problema com números naturais, envolvendo diferentes significados das operações (adição, subtração, multiplicação, divisão, potenciação)."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,40,D013_M,Corresponder pontos do plano a pares ordenados em um sistema de coordenadas cartesianas.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,39,D014_M,Corresponder um sistema de equações polinomiais de 1º grau à uma situação problema descrita textualmente.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,38,D081_M,Utilizar porcentagem na resolução de problemas.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,37,D055_M,"Utilizar conversão entre unidades de medida, na resolução de problema."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,34,D040_M,"Identificar, no plano cartesiano, a solução de um sistema de equações do 1º grau com duas equações e duas incógnitas."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,34,D048_M,Utilizar probabilidade na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,32,D077_M,Utilizar o princípio multiplicativo de contagem na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,30,D075_M,Utilizar o cálculo do valor numérico de expressões algébricas na resolução de problemas.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Matemática,22,D063_M,Utilizar medidas de tendência central na resolução de problema. (Língua Portuguesa):
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,12,D053_P,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,61,D019_P,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,60,D024_P,Reconhecer efeito de humor ou de ironia em um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,58,D054_P,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,49,D038_P,Distinguir um fato da opinião.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,35,D039_P,Reconhecer o sentido das relações lógico-discursivas em um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,61,D043_P,Reconhecer recursos estilísticos utilizados na construção de textos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,18,D057_M,Utilizar equação polinomial de 1º grau na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,16,D020_M,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,16,D043_M,"Reconhecer figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação)."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,65,D023_P,Inferir informações em textos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,63,D028_P,Reconhecer o assunto de um texto lido.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,71,D044_P,Identificar marcas linguísticas em um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,68,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,66,D016_P,Identificar a finalidade de textos de diferentes gêneros.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,74,D017_P,Reconhecer o gênero de um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,76,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,8º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 8º ANO.pdf,Língua Portuguesa,75,D025_P,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,48,D044_P,Identificar marcas linguísticas em um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,46,D023_P,Inferir informações em textos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,46,D024_P,Reconhecer efeito de humor ou de ironia em um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,46,D038_P,Distinguir um fato da opinião.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,46,D017_P,Reconhecer o gênero de um texto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,44,D016_P,Identificar a finalidade de textos de diferentes gêneros.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,41,D054_P,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,40,D028_P,Reconhecer o assunto de um texto lido.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,39,D019_P,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,35,D022_P,Inferir o sentido de palavra ou expressão a partir do contexto.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,32,D037_P,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,32,D043_P,Reconhecer recursos estilísticos utilizados na construção de textos.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Língua Portuguesa,30,D039_P,Reconhecer o sentido das relações lógico-discursivas em um texto. (Matemática):
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,20,D083_M,Utilizar relações métricas de um triângulo retângulo na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,20,D036_M,Identificar uma relação entre conjuntos que representa uma função.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,20,D074_M,Utilizar o cálculo de volumes/capacidade de prismas retos e de cilindros na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,65,D034_M,Identificar triângulos semelhantes.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,23,D079_M,Utilizar o Teorema de Tales na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,20,D039_M,"Identificar, dentre gráficos diversos, o gráfico que representa uma relação de dependência unívoca entre duas variáveis."
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,30,D025_M,Identificar expressão algébrica que modela uma sequência numérica.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,30,D078_M,Utilizar o Teorema de Pitágoras na resolução de problema.
CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS,MENDES,RIO DE JANEIRO,9º ANO,C:\Users\User1\Downloads\OneDrive_1_02-06-2026 (1)\CIEP BRIZOLAO MUNICIPALIZADO 288 PROFESSOR RUY GONCALVES RAMOS\Consolidado Saex - 9º ANO.pdf,Matemática,24,D019_M,Executar cálculos com números reais.
